sourceTaxonId	sourceTaxonName	sourceTaxonLifestage	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	SourceCitation	referenceDoi	referenceCitation
EOL:473255	Papestra biren	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:590722	Salix aurita	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 223		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:473255	Papestra biren	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:5601074	Salix repens	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 223		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:473255	Papestra biren	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:629935	Filipendula ulmaria	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 223		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:473255	Papestra biren	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:60771	Erica	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 223		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:480556	Acronicta menyanthidis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:583611	Calluna vulgaris	GEONAMES:2638360	Scotland				Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459: 137		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:480556	Acronicta menyanthidis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:594875	Myrica gale	GEONAMES:2638360	Scotland				Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459: 137		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:476466	Lithomoia solidaginis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:44475	Betula	GEONAMES:2638360	Scotland				Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459: 66		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:476466	Lithomoia solidaginis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:583611	Calluna vulgaris	GEONAMES:2638360	Scotland				Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459: 66		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:476466	Lithomoia solidaginis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:583633	Vaccinium myrtillus	GEONAMES:2638360	Scotland				Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459: 66		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:5672972	Melampyrum pratense	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:463542	Hadena bicruris	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:37656	Silene	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 235		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:298874	Bupalus piniaria	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1033607	Larix leptolepis	GEONAMES:2638360	Scotland				Bevan, D. & Brown, R.M.(1978) Forest Rec., Lond. 119 1-13: 1		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:229659	Fragaria vesca	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:483313	Glechoma hederacea	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:699215	Tomicus piniperda	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:34193	Larix	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 52		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:699215	Tomicus piniperda	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:14029	Picea	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 52		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:683045	Cryphalus abietis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:1033070	Abies alba	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 60		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:683045	Cryphalus abietis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:14029	Picea	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 60		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:683045	Cryphalus abietis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:1059929	Pinus sylvestris	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 60		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:684347	Ips acuminatus	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:14031	Pinus	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 69		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:683045	Cryphalus abietis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:1061712	Pseudotsuga menziesii	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 60		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:699215	Tomicus piniperda	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:1061712	Pseudotsuga menziesii	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 52		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3688386	Elatophilus nigricornis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:1059929	Pinus sylvestris	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3940010	Diarsia dahlii	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:583611	Calluna vulgaris	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3940010	Diarsia dahlii	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:37748	Senecio	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3940010	Diarsia dahlii	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:579684	Teucrium scorodonia	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:473255	Papestra biren	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:32667	Salix	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 223		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:473255	Papestra biren	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:583640	Arctostaphylos uva-ursi	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 223		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:623089	Rubus fruticosus	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:488109	Symphoricarpos rivularis	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:479009	Chamaenerion angustifolium	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:581940	Aegopodium podagraria	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:488725	Lonicera periclymenum	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:629935	Filipendula ulmaria	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:579684	Teucrium scorodonia	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002470	Eats	EOL:5672972	Melampyrum pratense	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3701886	Strongylocoris leucocephalus	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:5732439	Helianthemum chamaecistus	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 246		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3764532	Pontania proxima	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:1264966	Salix alba	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 204		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3764532	Pontania proxima	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:584245	Salix fragilis	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 204		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3742142	Eurhadina concinna	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:107300	Alnus	GEONAMES:2638360	Scotland				Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2: 2(C) 9-36: 20		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3742142	Eurhadina concinna	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:44475	Betula	GEONAMES:2638360	Scotland				Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2: 2(C) 9-36: 20		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3742142	Eurhadina concinna	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:1143547	Fagus sylvatica	GEONAMES:2638360	Scotland				Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2: 2(C) 9-36: 20		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3742142	Eurhadina concinna	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:32233	Quercus	GEONAMES:2638360	Scotland				Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2: 2(C) 9-36: 20		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3701886	Strongylocoris leucocephalus	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:577770	Campanula rotundifolia	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 246		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3701886	Strongylocoris leucocephalus	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:1110399	Galium verum	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 246		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:611959	Lygus punctatus	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:595063	Urtica dioica	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 273		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:611959	Lygus punctatus	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:579047	Senecio jacobaea	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 273		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:611959	Lygus punctatus	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:6185350	Solidago virgaurea	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 273		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:611959	Lygus punctatus	http://eol.org/schema/terms/unknown	RO:0002470	Eats	EOL:50169	Hieracium	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 273		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3688920	Cinara piceae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061648	Picea abies	GEONAMES:2638360	Scotland?				Carter, C.I. & Maslen, N.R.(1982) Bull. For. Commn, Lond. 58 1-75: 58		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3688920	Cinara piceae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061641	Picea glauca	GEONAMES:2638360	Scotland?				Carter, C.I. & Maslen, N.R.(1982) Bull. For. Commn, Lond. 58 1-75: 58		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3688920	Cinara piceae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1033696	Picea sitchensis	GEONAMES:2638360	Scotland?				Carter, C.I. & Maslen, N.R.(1982) Bull. For. Commn, Lond. 58 1-75: 58		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:4198864	Sericothrips staphylinus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:27856	Ulex	GEONAMES:2638360	Scotland?				Morison, G.D.(1948) Lond. Nat. (Suppl.) 27 37-75: 49		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:787968	Contarinia nasturtii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:5148842	Brassica napus var. napobrassica	GEONAMES:2638360	Scotland?				Barnes, H.F. (1946) Gall midges of economic importance. Root and vegetable crops. 1 1-104: 35		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:739392	Dasineura rosarum	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:234403	Rosa canina	GEONAMES:2638360	Scotland?				Barnes, H.F. (1948) Gall midges of economic importance. Ornamental plants and shrubs. 4 1-165: 107		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3519730	Dasineura rosae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:234403	Rosa canina	GEONAMES:2638360	Scotland?				Barnes, H.F. (1948) Gall midges of economic importance. Ornamental plants and shrubs. 4 1-165: 107		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:532114	Scolytus intricatus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1151340	Quercus pubescens	GEONAMES:2638360	Scotland?				Yates, M.G.(1984) Bull. Ent. Res. 74 569-579: 570		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:532114	Scolytus intricatus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1151719	Quercus cerris	GEONAMES:2638360	Scotland?				Yates, M.G.(1984) Bull. Ent. Res. 74 569-579: 570		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:532114	Scolytus intricatus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1151536	Quercus ilex	GEONAMES:2638360	Scotland?				Yates, M.G.(1984) Bull. Ent. Res. 74 569-579: 570		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:287577	Eupithecia valerianata	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:488753	Valeriana officinalis	GEONAMES:2638360	Scotland?				Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae 1-42: 13		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:1174000	Hylecoetus dermestoides	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:13998	Abies	GEONAMES:2638360	Scotland?				Hicken, N.E. (1963) The insect factor in wood decay: 158		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:1174000	Hylecoetus dermestoides	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:37290	Acer	GEONAMES:2638360	Scotland?				Hicken, N.E. (1963) The insect factor in wood decay: 158		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:1174000	Hylecoetus dermestoides	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:107300	Alnus	GEONAMES:2638360	Scotland?				Hicken, N.E. (1963) The insect factor in wood decay: 158		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:1174000	Hylecoetus dermestoides	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:44475	Betula	GEONAMES:2638360	Scotland?				Hicken, N.E. (1963) The insect factor in wood decay: 158		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:1174000	Hylecoetus dermestoides	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:107351	Fagus	GEONAMES:2638360	Scotland?				Hicken, N.E. (1963) The insect factor in wood decay: 158		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
